asin,forecast_creation_date,target_week,model_name,demand,p50_fcst,p60_fcst,p80_fcst,p90_fcst
JYV6243253,11/20/2016,12/25/2016,Model A,0,3.32,5.73,14.64,24.79
JYV6243253,11/20/2016,12/25/2016,Model B,0,17.59,34.11,109.46,208.24
JYV6243253,11/20/2016,1/1/2017,Model A,2,4.01,6.98,18.16,31.1
JYV6243253,11/20/2016,1/1/2017,Model B,2,33.44,55.22,139.73,239.38
JYV6243253,11/20/2016,1/8/2017,Model A,15,4.66,8.3,22.55,39.43
JYV6243253,11/20/2016,1/8/2017,Model B,15,37.52,60.23,145.82,244.77
JYV6243253,11/20/2016,1/15/2017,Model A,1,4.91,8.56,22.63,39.12
JYV6243253,11/20/2016,1/15/2017,Model B,1,38.48,61.02,144.94,241.11
JYV6243253,11/20/2016,1/22/2017,Model A,2,4.1,6.82,16.69,27.8
JYV6243253,11/20/2016,1/22/2017,Model B,2,37.06,58.19,136,224.49
XTP4083565,11/20/2016,11/20/2016,Model A,3656,2367.8,2789.86,3955.44,5006.37
XTP4083565,11/20/2016,11/20/2016,Model B,3656,2694.9,2925.19,3509.34,3992.74
XTP4083565,11/20/2016,11/27/2016,Model A,2005,3204.97,3842.77,5635.91,7280.01
XTP4083565,11/20/2016,11/27/2016,Model B,2005,3732.79,4106.27,5067.03,5874.01
XTP4083565,11/20/2016,12/4/2016,Model A,2336,3072.53,3724.35,5577.42,7293.94
XTP4083565,11/20/2016,12/4/2016,Model B,2336,4338.42,4813.86,6048,7094.42
XTP4083565,11/20/2016,12/11/2016,Model A,1702,5184.1,6330.39,9613.91,12676.4
XTP4083565,11/20/2016,12/11/2016,Model B,1702,4502.48,5058.06,6518.9,7774.01
XTP4083565,11/20/2016,12/18/2016,Model A,1191,2569.2,3220.87,5138.2,6969.5
XTP4083565,11/20/2016,12/18/2016,Model B,1191,4221.68,4783.15,6272.54,7563.64
XTP4083565,11/20/2016,12/25/2016,Model A,891,1372.09,1749.86,2880.84,3977.45
XTP4083565,11/20/2016,12/25/2016,Model B,891,3515.98,4017.34,5358.9,6532.02
XTP4083565,11/20/2016,1/1/2017,Model A,2133,1359.12,1715.72,2772.23,3787.5
XTP4083565,11/20/2016,1/1/2017,Model B,2133,2776.06,3167.19,4212.18,5124.56
XTP4083565,11/20/2016,1/8/2017,Model A,2156,1011.11,1259.6,1985.9,2675.64
XTP4083565,11/20/2016,1/8/2017,Model B,2156,2406,2769.06,3747.83,4610.01
XTP4083565,11/20/2016,1/15/2017,Model A,1720,1011.91,1240.31,1896.95,2511.42
XTP4083565,11/20/2016,1/15/2017,Model B,1720,2234.78,2550.41,3393.94,4130.64
XTP4083565,11/20/2016,1/22/2017,Model A,1769,956.8,1190.76,1873.92,2522.09
XTP4083565,11/20/2016,1/22/2017,Model B,1769,2247.87,2551.48,3358.35,4059.1
OHO3839134,11/20/2016,11/20/2016,Model A,30,16.75,21.82,37.12,52.05
OHO3839134,11/20/2016,11/20/2016,Model B,30,19.3,22.85,32.63,41.43
OHO3839134,11/20/2016,11/27/2016,Model A,53,16.36,21.98,39.49,57.02
OHO3839134,11/20/2016,11/27/2016,Model B,53,25.12,29.51,41.54,52.3
OHO3839134,11/20/2016,12/4/2016,Model A,50,14.13,19.44,36.3,53.48
OHO3839134,11/20/2016,12/4/2016,Model B,50,26.62,31.34,44.3,55.92
OHO3839134,11/20/2016,12/11/2016,Model A,70,11.67,15.55,27.45,39.23
OHO3839134,11/20/2016,12/11/2016,Model B,70,23.68,28.11,40.33,51.36
OHO3839134,11/20/2016,12/18/2016,Model A,40,10.49,14.01,24.79,35.47
OHO3839134,11/20/2016,12/18/2016,Model B,40,20.98,24.95,35.97,45.92
OHO3839134,11/20/2016,12/25/2016,Model A,25,10.95,14.4,24.84,35.06
OHO3839134,11/20/2016,12/25/2016,Model B,25,19.58,23.29,33.55,42.82
OHO3839134,11/20/2016,1/1/2017,Model A,43,13.79,17.9,30.24,42.23
OHO3839134,11/20/2016,1/1/2017,Model B,43,19.23,22.9,33.05,42.22
OHO3839134,11/20/2016,1/8/2017,Model A,27,14.89,19.53,33.61,47.43
OHO3839134,11/20/2016,1/8/2017,Model B,27,19.08,22.88,33.47,43.1
OHO3839134,11/20/2016,1/15/2017,Model A,2,13.65,18.01,31.3,44.4
OHO3839134,11/20/2016,1/15/2017,Model B,2,19.53,23.39,34.13,43.89
OHO3839134,11/20/2016,1/22/2017,Model A,0,14.07,18.88,33.78,48.66
OHO3839134,11/20/2016,1/22/2017,Model B,0,18.71,22.59,33.5,43.48
LIW5807261,11/20/2016,11/20/2016,Model A,14,8.02,11.36,22.14,33.24
LIW5807261,11/20/2016,11/20/2016,Model B,14,6.63,8.68,14.77,20.64
LIW5807261,11/20/2016,11/27/2016,Model A,13,8.39,12.34,25.56,39.57
LIW5807261,11/20/2016,11/27/2016,Model B,13,12.83,16.73,28.48,39.93
LIW5807261,11/20/2016,12/4/2016,Model A,23,7.72,11.35,23.42,36.19
LIW5807261,11/20/2016,12/4/2016,Model B,23,12.97,17.04,29.38,41.49
LIW5807261,11/20/2016,12/11/2016,Model A,24,7.57,10.87,21.65,32.84
LIW5807261,11/20/2016,12/11/2016,Model B,24,6.19,8.81,17.26,25.93
LIW5807261,11/20/2016,12/18/2016,Model A,16,5.93,8.33,15.93,23.65
LIW5807261,11/20/2016,12/18/2016,Model B,16,1.62,3.36,10.29,18.58
LIW5807261,11/20/2016,12/25/2016,Model A,9,6.04,8.43,15.98,23.61
LIW5807261,11/20/2016,12/25/2016,Model B,9,2.06,3.59,9.02,15.03
LIW5807261,11/20/2016,1/1/2017,Model A,0,7.64,10.46,19.28,28.12
LIW5807261,11/20/2016,1/1/2017,Model B,0,4.06,5.82,11.39,17.05
LIW5807261,11/20/2016,1/8/2017,Model A,0,7.92,10.81,19.79,28.79
LIW5807261,11/20/2016,1/8/2017,Model B,0,3.91,5.77,11.79,18.03
LIW5807261,11/20/2016,1/15/2017,Model A,0,7.25,10.07,18.94,27.91
LIW5807261,11/20/2016,1/15/2017,Model B,0,4.04,5.99,12.36,18.99
LIW5807261,11/20/2016,1/22/2017,Model A,0,7.77,10.72,19.97,29.31
LIW5807261,11/20/2016,1/22/2017,Model B,0,4.31,6.48,13.71,21.32
CJJ9323699,11/20/2016,11/20/2016,Model A,16,7.23,10.74,22.49,34.99
CJJ9323699,11/20/2016,11/20/2016,Model B,16,18.99,23.67,37.21,49.96
CJJ9323699,11/20/2016,11/27/2016,Model A,21,8.48,12.99,28.71,45.88
CJJ9323699,11/20/2016,11/27/2016,Model B,21,30.42,37.48,57.79,76.77
CJJ9323699,11/20/2016,12/4/2016,Model A,36,8.75,13.41,29.67,47.46
CJJ9323699,11/20/2016,12/4/2016,Model B,36,32.29,40.03,62.44,83.51
CJJ9323699,11/20/2016,12/11/2016,Model A,51,6.89,9.32,16.76,24.13
CJJ9323699,11/20/2016,12/11/2016,Model B,51,25.2,31.51,49.88,67.26
CJJ9323699,11/20/2016,12/18/2016,Model A,49,4.68,6.41,11.71,16.95
CJJ9323699,11/20/2016,12/18/2016,Model B,49,18.39,23.83,40.18,56.09
CJJ9323699,11/20/2016,12/25/2016,Model A,13,4.69,6.38,11.54,16.61
CJJ9323699,11/20/2016,12/25/2016,Model B,13,16.95,21.88,36.63,50.92
CJJ9323699,11/20/2016,1/1/2017,Model A,13,7.04,9.5,17.03,24.48
CJJ9323699,11/20/2016,1/1/2017,Model B,13,19.33,24.18,38.31,51.66
CJJ9323699,11/20/2016,1/8/2017,Model A,23,9.9,13.48,24.65,35.86
CJJ9323699,11/20/2016,1/8/2017,Model B,23,19.11,23.9,37.81,50.96
CJJ9323699,11/20/2016,1/15/2017,Model A,128,9.79,13.31,24.27,35.27
CJJ9323699,11/20/2016,1/15/2017,Model B,128,18.56,23.2,36.7,49.44
CJJ9323699,11/20/2016,1/22/2017,Model A,99,8.88,12.61,24.69,37.2
CJJ9323699,11/20/2016,1/22/2017,Model B,99,18.02,22.58,35.84,48.37
HUR2402172,11/20/2016,11/20/2016,Model A,40,59.42,71.03,103.49,133.09
HUR2402172,11/20/2016,11/20/2016,Model B,40,61.81,74.4,109.83,142.35
HUR2402172,11/20/2016,11/27/2016,Model A,38,58.33,70,102.75,132.73
HUR2402172,11/20/2016,11/27/2016,Model B,38,108.63,129.5,187.76,240.81
HUR2402172,11/20/2016,12/4/2016,Model A,52,47.81,57.92,86.53,112.94
HUR2402172,11/20/2016,12/4/2016,Model B,52,122.68,147.39,216.91,280.7
HUR2402172,11/20/2016,12/11/2016,Model A,63,39.98,51.82,87.65,122.72
HUR2402172,11/20/2016,12/11/2016,Model B,63,104.42,126.71,190.04,248.68
HUR2402172,11/20/2016,12/18/2016,Model A,43,28,36.01,59.99,83.25
HUR2402172,11/20/2016,12/18/2016,Model B,43,74.55,94.72,154.73,212.59
HUR2402172,11/20/2016,12/25/2016,Model A,21,17.33,21.56,33.76,45.21
HUR2402172,11/20/2016,12/25/2016,Model B,21,53.72,70.49,121.93,172.85
HUR2402172,11/20/2016,1/1/2017,Model A,43,15.63,19.1,28.93,38.01
HUR2402172,11/20/2016,1/1/2017,Model B,43,42.98,56.36,97.36,137.89
HUR2402172,11/20/2016,1/8/2017,Model A,28,11.27,13.81,21.02,27.68
HUR2402172,11/20/2016,1/8/2017,Model B,28,33.99,45.04,79.19,113.2
HUR2402172,11/20/2016,1/15/2017,Model A,32,10.93,13.44,20.54,27.11
HUR2402172,11/20/2016,1/15/2017,Model B,32,27.92,36.55,62.9,88.86
HUR2402172,11/20/2016,1/22/2017,Model A,36,10.43,12.68,19,24.79
HUR2402172,11/20/2016,1/22/2017,Model B,36,22.94,29.63,49.74,69.3
ZKR3604776,11/20/2016,11/20/2016,Model A,104,38.92,49.22,79.63,108.77
ZKR3604776,11/20/2016,11/20/2016,Model B,104,77.24,89.79,123.93,154.25
ZKR3604776,11/20/2016,11/27/2016,Model A,110,53.49,69.17,116.59,162.96
ZKR3604776,11/20/2016,11/27/2016,Model B,110,112.32,131.1,182.39,228.16
ZKR3604776,11/20/2016,12/4/2016,Model A,96,50.58,66.84,117.1,167.14
ZKR3604776,11/20/2016,12/4/2016,Model B,96,124.09,146.74,209.46,266.14
ZKR3604776,11/20/2016,12/11/2016,Model A,96,53.95,74.86,142.78,213.18
ZKR3604776,11/20/2016,12/11/2016,Model B,96,111.67,133.12,192.95,247.44
ZKR3604776,11/20/2016,12/18/2016,Model A,82,27.4,38.24,73.52,110.12
ZKR3604776,11/20/2016,12/18/2016,Model B,82,92.19,112.68,171.31,225.93
ZKR3604776,11/20/2016,12/25/2016,Model A,37,21.32,29.54,56,83.23
ZKR3604776,11/20/2016,12/25/2016,Model B,37,81.98,101.12,156.38,208.3
ZKR3604776,11/20/2016,1/1/2017,Model A,65,28.65,39.03,71.97,105.49
ZKR3604776,11/20/2016,1/1/2017,Model B,65,78.32,95.86,146.08,192.93
ZKR3604776,11/20/2016,1/8/2017,Model A,82,27.65,37.46,68.42,99.79
ZKR3604776,11/20/2016,1/8/2017,Model B,82,75.03,91.22,137.27,179.96
ZKR3604776,11/20/2016,1/15/2017,Model A,71,28.47,38.41,69.66,101.22
ZKR3604776,11/20/2016,1/15/2017,Model B,71,74.17,88.73,129.49,166.7
ZKR3604776,11/20/2016,1/22/2017,Model A,67,28.55,39.33,73.93,109.45
ZKR3604776,11/20/2016,1/22/2017,Model B,67,73.01,86.73,124.84,159.41
UDX3303560,11/20/2016,11/20/2016,Model A,17,11.46,15.71,29.08,42.61
UDX3303560,11/20/2016,11/20/2016,Model B,17,22.28,26.86,39.7,51.45
UDX3303560,11/20/2016,11/27/2016,Model A,23,17.89,24.9,47.52,70.82
UDX3303560,11/20/2016,11/27/2016,Model B,23,32.82,39.64,58.85,76.51
UDX3303560,11/20/2016,12/4/2016,Model A,29,20.07,28.55,56.55,85.95
UDX3303560,11/20/2016,12/4/2016,Model B,29,34.71,42.16,63.27,82.78
UDX3303560,11/20/2016,12/11/2016,Model A,16,20.74,30.67,64.79,101.69
UDX3303560,11/20/2016,12/11/2016,Model B,16,28.23,34.32,51.57,67.51
UDX3303560,11/20/2016,12/18/2016,Model A,12,13.09,19.47,41.37,65.02
UDX3303560,11/20/2016,12/18/2016,Model B,12,21.19,26.46,41.75,56.18
UDX3303560,11/20/2016,12/25/2016,Model A,9,9.69,14.48,30.82,48.41
UDX3303560,11/20/2016,12/25/2016,Model B,9,18.88,23.44,36.58,48.91
UDX3303560,11/20/2016,1/1/2017,Model A,19,11.89,17.78,38.01,59.9
UDX3303560,11/20/2016,1/1/2017,Model B,19,20.11,24.43,36.65,47.9
UDX3303560,11/20/2016,1/8/2017,Model A,16,11.2,16.57,34.82,54.38
UDX3303560,11/20/2016,1/8/2017,Model B,16,19.53,23.7,35.49,46.34
UDX3303560,11/20/2016,1/15/2017,Model A,20,10.2,15.03,31.31,48.68
UDX3303560,11/20/2016,1/15/2017,Model B,20,19.06,23.17,34.8,45.51
UDX3303560,11/20/2016,1/22/2017,Model A,17,10.35,15.37,32.44,50.76
UDX3303560,11/20/2016,1/22/2017,Model B,17,17.84,21.9,33.47,44.22
BWE2424567,11/20/2016,11/20/2016,Model A,16,9.57,12.8,22.68,32.45
BWE2424567,11/20/2016,11/20/2016,Model B,16,11.27,13.18,18.38,22.97
BWE2424567,11/20/2016,11/27/2016,Model A,19,11.95,16.58,31.34,46.43
BWE2424567,11/20/2016,11/27/2016,Model B,19,12.33,14.46,20.25,25.39
BWE2424567,11/20/2016,12/4/2016,Model A,41,9.94,13.52,24.69,35.9
BWE2424567,11/20/2016,12/4/2016,Model B,41,12.83,15.08,21.22,26.68
BWE2424567,11/20/2016,12/11/2016,Model A,17,9.2,12.05,20.61,28.95
BWE2424567,11/20/2016,12/11/2016,Model B,17,12.59,15.02,21.73,27.78
BWE2424567,11/20/2016,12/18/2016,Model A,6,6.07,8.11,14.26,20.27
BWE2424567,11/20/2016,12/18/2016,Model B,6,13.35,15.94,23.12,29.61
BWE2424567,11/20/2016,12/25/2016,Model A,27,7.09,9.39,16.3,23.04
BWE2424567,11/20/2016,12/25/2016,Model B,27,14.81,17.74,25.91,33.32
BWE2424567,11/20/2016,1/1/2017,Model A,29,10.04,13.06,22.11,30.87
BWE2424567,11/20/2016,1/1/2017,Model B,29,15.64,18.97,28.36,36.99
BWE2424567,11/20/2016,1/8/2017,Model A,45,13.66,18.09,31.63,45
BWE2424567,11/20/2016,1/8/2017,Model B,45,17.15,20.79,31.06,40.48
BWE2424567,11/20/2016,1/15/2017,Model A,12,13.49,17.94,31.62,45.16
BWE2424567,11/20/2016,1/15/2017,Model B,12,18.99,22.86,33.71,43.61
BWE2424567,11/20/2016,1/22/2017,Model A,33,15.13,19.76,33.76,47.44
BWE2424567,11/20/2016,1/22/2017,Model B,33,18.85,22.86,34.15,44.54
GSF6735101,11/20/2016,11/20/2016,Model A,6,9.02,11.97,20.94,29.75
GSF6735101,11/20/2016,11/20/2016,Model B,6,11.58,13.45,18.49,22.93
GSF6735101,11/20/2016,11/27/2016,Model A,20,10.93,14.95,27.56,40.28
GSF6735101,11/20/2016,11/27/2016,Model B,20,12.22,14.29,19.93,24.92
GSF6735101,11/20/2016,12/4/2016,Model A,4,9.69,13.21,24.2,35.23
GSF6735101,11/20/2016,12/4/2016,Model B,4,13.02,15.24,21.26,26.6
GSF6735101,11/20/2016,12/11/2016,Model A,2,9.05,12.05,21.2,30.22
GSF6735101,11/20/2016,12/11/2016,Model B,2,13.1,15.52,22.18,28.16
GSF6735101,11/20/2016,12/18/2016,Model A,0,8.89,11.84,20.83,29.69
GSF6735101,11/20/2016,12/18/2016,Model B,0,13.68,16.27,23.4,29.82
GSF6735101,11/20/2016,12/25/2016,Model A,9,8.81,11.68,20.39,28.93
GSF6735101,11/20/2016,12/25/2016,Model B,9,14.47,17.27,25,31.99
GSF6735101,11/20/2016,1/1/2017,Model A,26,10.89,14.18,24.04,33.62
GSF6735101,11/20/2016,1/1/2017,Model B,26,14.69,17.73,26.26,34.04
GSF6735101,11/20/2016,1/8/2017,Model A,30,10.84,13.95,23.15,32
GSF6735101,11/20/2016,1/8/2017,Model B,30,15.4,18.71,28.06,36.65
GSF6735101,11/20/2016,1/15/2017,Model A,49,10.64,13.98,24.08,33.96
GSF6735101,11/20/2016,1/15/2017,Model B,49,16.45,19.84,29.34,38.01
GSF6735101,11/20/2016,1/22/2017,Model A,27,10.96,14.12,23.47,32.47
GSF6735101,11/20/2016,1/22/2017,Model B,27,15.98,19.37,28.91,37.65
CKL9703328,11/20/2016,11/20/2016,Model A,484,153.55,175.52,234.28,285.65
CKL9703328,11/20/2016,11/20/2016,Model B,484,149.16,165.49,207.85,243.74
CKL9703328,11/20/2016,11/27/2016,Model A,777,218.41,257.21,364.23,460.63
CKL9703328,11/20/2016,11/27/2016,Model B,777,241.19,271.74,352.28,421.65
CKL9703328,11/20/2016,12/4/2016,Model A,1000,196.77,230.34,322.39,404.81
CKL9703328,11/20/2016,12/4/2016,Model B,1000,289.35,328.49,432.51,522.84
CKL9703328,11/20/2016,12/11/2016,Model A,929,292.62,340.52,471.06,587.29
CKL9703328,11/20/2016,12/11/2016,Model B,929,290.68,332.94,446.24,545.53
CKL9703328,11/20/2016,12/18/2016,Model A,390,185.68,218.75,310.01,392.21
CKL9703328,11/20/2016,12/18/2016,Model B,390,241.96,281.8,390.45,487.26
CKL9703328,11/20/2016,12/25/2016,Model A,56,128.7,151.59,214.7,271.53
CKL9703328,11/20/2016,12/25/2016,Model B,56,155,185.44,270.72,348.68
CKL9703328,11/20/2016,1/1/2017,Model A,29,144.93,168.7,233.47,291.13
CKL9703328,11/20/2016,1/1/2017,Model B,29,84.39,101.25,148.62,192
CKL9703328,11/20/2016,1/8/2017,Model A,22,105.36,125.71,182.55,234.34
CKL9703328,11/20/2016,1/8/2017,Model B,22,65.05,77.15,110.72,141.11
CKL9703328,11/20/2016,1/15/2017,Model A,61,101.21,120.78,175.45,225.27
CKL9703328,11/20/2016,1/15/2017,Model B,61,68.26,76.06,96.36,113.62
CKL9703328,11/20/2016,1/22/2017,Model A,120,99.2,119.27,175.75,227.59
CKL9703328,11/20/2016,1/22/2017,Model B,120,71.56,79.07,98.45,114.78
AXG8845686,11/20/2016,11/20/2016,Model A,43,23.41,28.62,43.47,57.24
AXG8845686,11/20/2016,11/20/2016,Model B,43,19.76,22.65,30.36,37.08
AXG8845686,11/20/2016,11/27/2016,Model A,47,25.59,31.39,47.93,63.33
AXG8845686,11/20/2016,11/27/2016,Model B,47,22.3,25.2,32.84,39.41
AXG8845686,11/20/2016,12/4/2016,Model A,14,23.03,29.31,47.88,65.72
AXG8845686,11/20/2016,12/4/2016,Model B,14,23.24,26.41,34.8,42.06
AXG8845686,11/20/2016,12/11/2016,Model A,40,19.69,24.21,37.11,49.12
AXG8845686,11/20/2016,12/11/2016,Model B,40,23.17,26.79,36.54,45.12
AXG8845686,11/20/2016,12/18/2016,Model A,28,15.11,18.82,29.54,39.6
AXG8845686,11/20/2016,12/18/2016,Model B,28,23.84,27.57,37.61,46.45
AXG8845686,11/20/2016,12/25/2016,Model A,33,16.41,19.9,29.72,38.73
AXG8845686,11/20/2016,12/25/2016,Model B,33,24.57,28.47,39.01,48.3
AXG8845686,11/20/2016,1/1/2017,Model A,38,24.18,29.26,43.58,56.73
AXG8845686,11/20/2016,1/1/2017,Model B,38,24.63,28.81,40.2,50.34
AXG8845686,11/20/2016,1/8/2017,Model A,51,31.69,38.56,58.03,76.04
AXG8845686,11/20/2016,1/8/2017,Model B,51,24.59,29,41.13,52.02
AXG8845686,11/20/2016,1/15/2017,Model A,42,33.53,40.99,62.27,82.03
AXG8845686,11/20/2016,1/15/2017,Model B,42,25.17,29.67,42.03,53.11
AXG8845686,11/20/2016,1/22/2017,Model A,51,33.94,41.41,62.66,82.38
AXG8845686,11/20/2016,1/22/2017,Model B,51,26.06,30.97,44.57,56.87
VNM2874503,11/20/2016,11/20/2016,Model A,103,64.28,74.9,103.83,129.57
VNM2874503,11/20/2016,11/20/2016,Model B,103,46.48,52.13,66.92,79.57
VNM2874503,11/20/2016,11/27/2016,Model A,113,65.95,77.45,109.03,137.36
VNM2874503,11/20/2016,11/27/2016,Model B,113,64.48,72.19,92.34,109.56
VNM2874503,11/20/2016,12/4/2016,Model A,2,59.04,69.87,99.83,126.89
VNM2874503,11/20/2016,12/4/2016,Model B,2,66.59,75.25,98.11,117.85
VNM2874503,11/20/2016,12/11/2016,Model A,0,45.38,58.92,99.99,140.27
VNM2874503,11/20/2016,12/11/2016,Model B,0,53.01,60.1,78.9,95.17
VNM2874503,11/20/2016,12/18/2016,Model A,1,30.16,39.1,66.11,92.51
VNM2874503,11/20/2016,12/18/2016,Model B,1,36.38,42.07,57.44,70.99
VNM2874503,11/20/2016,12/25/2016,Model A,44,21.24,26.57,42.08,56.74
VNM2874503,11/20/2016,12/25/2016,Model B,44,30.44,34.66,45.87,55.59
VNM2874503,11/20/2016,1/1/2017,Model A,22,22.88,28.39,44.31,59.27
VNM2874503,11/20/2016,1/1/2017,Model B,22,31.09,34.97,45.16,53.9
VNM2874503,11/20/2016,1/8/2017,Model A,28,20.02,25,39.46,53.11
VNM2874503,11/20/2016,1/8/2017,Model B,28,32.3,36.03,45.73,53.98
VNM2874503,11/20/2016,1/15/2017,Model A,24,19.95,24.88,39.19,52.68
VNM2874503,11/20/2016,1/15/2017,Model B,24,33.26,37.2,47.46,56.21
VNM2874503,11/20/2016,1/22/2017,Model A,25,19.6,24.11,36.99,48.98
VNM2874503,11/20/2016,1/22/2017,Model B,25,32.73,36.56,46.54,55.03
JUY6317243,11/20/2016,11/20/2016,Model A,344,185.81,210.06,274.19,329.62
JUY6317243,11/20/2016,11/20/2016,Model B,344,211.32,233.28,289.95,337.72
JUY6317243,11/20/2016,11/27/2016,Model A,443,265.56,309.93,431.22,539.52
JUY6317243,11/20/2016,11/27/2016,Model B,443,316.83,355.27,456.14,542.61
JUY6317243,11/20/2016,12/4/2016,Model A,455,243.73,279.52,375.64,459.97
JUY6317243,11/20/2016,12/4/2016,Model B,455,368.8,417.44,546.3,657.86
JUY6317243,11/20/2016,12/11/2016,Model A,621,373.92,428.46,574.81,703.11
JUY6317243,11/20/2016,12/11/2016,Model B,621,364.36,415.85,553.42,673.55
JUY6317243,11/20/2016,12/18/2016,Model A,434,202.35,235.95,327.69,409.52
JUY6317243,11/20/2016,12/18/2016,Model B,434,308.49,357.24,489.45,606.59
JUY6317243,11/20/2016,12/25/2016,Model A,109,111.29,130.81,184.5,232.74
JUY6317243,11/20/2016,12/25/2016,Model B,109,218.22,257.59,366.45,464.72
JUY6317243,11/20/2016,1/1/2017,Model A,88,125.29,146.42,204.24,255.9
JUY6317243,11/20/2016,1/1/2017,Model B,88,150.07,175.26,244.16,305.7
JUY6317243,11/20/2016,1/8/2017,Model A,64,86.31,101.53,143.42,181.07
JUY6317243,11/20/2016,1/8/2017,Model B,64,140.63,160.99,215.51,263.24
JUY6317243,11/20/2016,1/15/2017,Model A,61,78.34,92.27,130.64,165.16
JUY6317243,11/20/2016,1/15/2017,Model B,61,156.2,173.03,216.64,253.53
JUY6317243,11/20/2016,1/22/2017,Model A,64,74.77,89.22,129.58,166.35
JUY6317243,11/20/2016,1/22/2017,Model B,64,162.31,179.95,225.69,264.42
YTT1729871,11/20/2016,11/20/2016,Model A,17,6.05,7.49,11.57,15.32
YTT1729871,11/20/2016,11/20/2016,Model B,17,5.29,6.48,9.81,12.84
YTT1729871,11/20/2016,11/27/2016,Model A,21,7.34,9.35,15.18,20.7
YTT1729871,11/20/2016,11/27/2016,Model B,21,5.09,6.45,10.35,14
YTT1729871,11/20/2016,12/4/2016,Model A,11,7.1,9.2,15.4,21.36
YTT1729871,11/20/2016,12/4/2016,Model B,11,6.02,7.48,11.64,15.48
YTT1729871,11/20/2016,12/11/2016,Model A,11,5.07,6.31,9.79,13
YTT1729871,11/20/2016,12/11/2016,Model B,11,6.21,7.77,12.24,16.39
YTT1729871,11/20/2016,12/18/2016,Model A,11,4.01,4.99,7.74,10.25
YTT1729871,11/20/2016,12/18/2016,Model B,11,6.57,8.21,12.92,17.31
YTT1729871,11/20/2016,12/25/2016,Model A,7,4.23,5.24,8.05,10.6
YTT1729871,11/20/2016,12/25/2016,Model B,7,6.55,8.21,12.96,17.38
YTT1729871,11/20/2016,1/1/2017,Model A,14,6.98,8.5,12.74,16.6
YTT1729871,11/20/2016,1/1/2017,Model B,14,6.06,7.84,13.09,18.09
YTT1729871,11/20/2016,1/8/2017,Model A,14,7.89,9.86,15.49,20.75
YTT1729871,11/20/2016,1/8/2017,Model B,14,5.93,7.88,13.74,19.45
YTT1729871,11/20/2016,1/15/2017,Model A,27,8.22,10.29,16.25,21.82
YTT1729871,11/20/2016,1/15/2017,Model B,27,6.41,8.36,14.13,19.69
YTT1729871,11/20/2016,1/22/2017,Model A,26,8.43,10.63,17,22.99
YTT1729871,11/20/2016,1/22/2017,Model B,26,6.59,8.54,14.28,19.78
BJP6705270,11/20/2016,11/20/2016,Model A,41,26.57,33.82,55.32,75.99
BJP6705270,11/20/2016,11/20/2016,Model B,41,25.64,29.5,39.85,48.92
BJP6705270,11/20/2016,11/27/2016,Model A,78,25.37,33,56.08,78.68
BJP6705270,11/20/2016,11/27/2016,Model B,78,31.16,36.39,50.64,63.32
BJP6705270,11/20/2016,12/4/2016,Model A,77,24.43,32.93,59.61,86.5
BJP6705270,11/20/2016,12/4/2016,Model B,77,31.7,37.26,52.5,66.16
BJP6705270,11/20/2016,12/11/2016,Model A,119,23.64,32,58.35,85
BJP6705270,11/20/2016,12/11/2016,Model B,119,27.21,32.13,45.65,57.8
BJP6705270,11/20/2016,12/18/2016,Model A,69,17.07,23.71,45.04,66.99
BJP6705270,11/20/2016,12/18/2016,Model B,69,23.22,27.76,40.41,51.91
BJP6705270,11/20/2016,12/25/2016,Model A,26,18.61,25.63,48.06,71
BJP6705270,11/20/2016,12/25/2016,Model B,26,22.05,26.21,37.72,48.12
BJP6705270,11/20/2016,1/1/2017,Model A,75,22.58,30.42,54.96,79.67
BJP6705270,11/20/2016,1/1/2017,Model B,75,22.37,26.45,37.72,47.84
BJP6705270,11/20/2016,1/8/2017,Model A,56,24.05,32.45,58.81,85.4
BJP6705270,11/20/2016,1/8/2017,Model B,56,21.55,25.63,36.93,47.14
BJP6705270,11/20/2016,1/15/2017,Model A,48,21.3,29.13,54.01,79.35
BJP6705270,11/20/2016,1/15/2017,Model B,48,21.08,25.1,36.24,46.32
BJP6705270,11/20/2016,1/22/2017,Model A,55,22.11,30.38,56.82,83.85
BJP6705270,11/20/2016,1/22/2017,Model B,55,20.07,24.44,36.82,48.25
JIB9419005,11/20/2016,11/20/2016,Model A,20,15.68,22.37,44.44,67.58
JIB9419005,11/20/2016,11/20/2016,Model B,20,46.12,58.86,96.88,133.62
JIB9419005,11/20/2016,11/27/2016,Model A,2,22.17,31.73,63.53,97.1
JIB9419005,11/20/2016,11/27/2016,Model B,2,67.42,85.48,139.06,190.61
JIB9419005,11/20/2016,12/4/2016,Model A,1,25.99,37.38,75.5,115.95
JIB9419005,11/20/2016,12/4/2016,Model B,1,69.86,90.29,152.08,212.53
JIB9419005,11/20/2016,12/11/2016,Model A,0,23.8,32.57,60.51,89.01
JIB9419005,11/20/2016,12/11/2016,Model B,0,54.33,72.53,129.39,186.51
JIB9419005,11/20/2016,12/18/2016,Model A,0,13.71,19.02,36.05,53.49
JIB9419005,11/20/2016,12/18/2016,Model B,0,41.41,58.56,115.28,174.89
JIB9419005,11/20/2016,12/25/2016,Model A,0,11.07,15.56,30.04,44.97
JIB9419005,11/20/2016,12/25/2016,Model B,0,44.05,61.37,117.77,176.36
